golden_id,customer_message,conversation_context,human_intent,human_intent_confidence,human_intent_notes,human_resolution_supported,human_resolution_notes,human_auto_handle,human_auto_handle_notes,human_reply_quality,human_reply_quality_notes,annotation_complete,human_review_notes,ai_uncertainty_flags
G-1180,@AmazonHelp De Volta Para o Futuro!,"[{""author"": ""144616"", ""text"": ""E hoje chegou a caixa da @117086 com meus pedidos feitos na quinta passada! Tudo excelente e muito bem embalado Efici\u00eancia \u00e9 isso a\u00ed!"", ""timestamp"": ""Wed Nov 29 02:23:09 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@144616 Ol\u00e1, Cacio! Agradecemos seus coment\u00e1rios. Me diga, quais produtos voc\u00ea comprou?. \ud83e\udd14\ud83d\udce6 ^NB"", ""timestamp"": ""Wed Nov 29 02:30:01 +0000 2017""}, {""author"": ""144616"", ""text"": ""@AmazonHelp Comprei algumas HQs: Batman Ano Zero, duas edi\u00e7\u00f5es do Tio Patinhas da cole\u00e7\u00e3o do Don Rosa e a primeira edi\u00e7\u00e3o recente em quadrinhos de De Volta Para O Futuro"", ""timestamp"": ""Wed Nov 29 10:12:23 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@144616 Escolha maravilhosa! \ud83e\udd17 Qual delas vai ler primeiro? ^AZ"", ""timestamp"": ""Wed Nov 29 10:18:00 +0000 2017""}]",OTHER,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1181,@115830 cardboard packaging doesn't work when the delivery vehicle doesn't keep the rain out. My parcel was wrapped in wet brown mush!,[],DeliveryStatus,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1182,@115830 I just had 18 password assistance code emails in 10 minutes would this be someone trying to access my account?,[],OTHER,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,"Case involves account security, financial dispute, or explicit escalation request.",4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1183,@AmazonHelp If you know  product I bought is good is market as performance n quality and it's I just purchased out product n don't have value in market,"[{""author"": ""431099"", ""text"": ""@115821 my no.  9659519713 n email address kangsabanikbalram9@gmail.... kindly check my account details..and Give me solution ...shit websit"", ""timestamp"": ""Fri Oct 27 13:32:49 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@431099 We do not have access to your account on social media. Please tell us what went wrong, we'd like to help you. (1/2)^BS"", ""timestamp"": ""Fri Oct 27 13:43:29 +0000 2017""}, {""author"": ""431099"", ""text"": ""@AmazonHelp Hi, This is the worst ever website for shopping ....I bought OnePlus 5 which cost approx 27000 with exchange on phone ."", ""timestamp"": ""Fri Oct 27 14:02:34 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@431099 I get your disappointment. The buyback promotion is from our partners, the exchange price keeps fluctuating. (1/2)^BS"", ""timestamp"": ""Fri Oct 27 14:30:46 +0000 2017""}]",DeliveryStatus,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1184,"@115850 hey need u r help.
Iam unable to login to my account.
Forgot password is asking Gmail I'd which I don't know.i know mobile no.",[],RefundsAndReturns,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,"Case involves account security, financial dispute, or explicit escalation request.",4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1185,@AmazonHelp Promised email with new codes and now being told there’s nothing you can do other than a refund.,"[{""author"": ""115830"", ""text"": ""What\u2019s your favourite time of year? \u2744\ufe0f #TheOneToWatch https://t.co/uTOT8O9eTr https://t.co/NZE01NtoCh"", ""timestamp"": ""Wed Nov 29 18:00:06 +0000 2017""}, {""author"": ""255992"", ""text"": ""@115830 My favourite time is when I can get 2 parcels from the locker - delivered Thu and access codes still don\u2019t work and no new ones given. ;o("", ""timestamp"": ""Sun Dec 03 10:39:38 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@255992 Hi, we completely understand your frustration with this issue. If you are able to contact us via this link: https://t.co/JzP7hlA23B. We would like to try get to the bottom of this. ^JC."", ""timestamp"": ""Sun Dec 03 10:46:00 +0000 2017""}]",RefundsAndReturns,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1186,"@AmazonHelp Thanks, will be returning the devices due to the terrible support.","[{""author"": ""193221"", ""text"": ""Pretty appauling customer service from @AmazonHelp today, this is after lying to me last week, this close to returning the devices"", ""timestamp"": ""Sat Oct 07 14:55:47 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@193221 We'd like to help! Without posting account info, can you tell us more about the what happened? ^GR"", ""timestamp"": ""Sat Oct 07 15:12:00 +0000 2017""}, {""author"": ""193221"", ""text"": ""@AmazonHelp How can I return my devices for a refund since your team cannot help me."", ""timestamp"": ""Sat Oct 07 15:24:28 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@193221 I'm sorry, we don't have access to accounts via Twitter. You can view return options with us here: https://t.co/6vY5HnbY6I ^KP"", ""timestamp"": ""Sat Oct 07 15:27:00 +0000 2017""}]",AccountAndPayment,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1187,@AmazonHelp I ordered that product at 15th October for my brother’s Diwali gift u guys ruined it.,"[{""author"": ""438502"", ""text"": ""Fake service didn\u2019t received product and it\u2019s showing delivered @115850 @115851"", ""timestamp"": ""Fri Oct 27 22:28:34 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@438502 Sorry for the incorrect tracking update. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you with this. ^SQ"", ""timestamp"": ""Fri Oct 27 22:35:28 +0000 2017""}]",OTHER,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1188,"@AmazonHelp Yeahhh, my package was supposed to come in yesterday but got delayed and the site said it would arrive by 8pm today and it's already 11:00pm =\","[{""author"": ""719308"", ""text"": ""Ancient proverb: The more time-sensitive your order is, the more likely it is to get messed up, delayed, and not arrive on time. \ud83e\udd14 @115821 @115817"", ""timestamp"": ""Thu Nov 16 03:56:10 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@719308 I'm so sorry for any trouble this may have caused! Did we miss the estimated delivery date for an order: https://t.co/Y5jpI9gRhE? ^EB"", ""timestamp"": ""Thu Nov 16 04:00:32 +0000 2017""}]",DigitalServices,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1189,"@115850 while ordering ,got the msg of delivery on 17th Nov ,later got the date of 21 Nov inspite of expedited delivery option...... kindly expedite, urgent package.
Order No : 406-6299669-6690762",[],CourierFeedback,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1190,"@AmazonHelp Hi!  I am about to place an order that includes 3 books.  The ""BUT3GET30"" coupon code for 30% off books is not working.  Can you help?",[],RefundsAndReturns,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1191,"@AmazonHelp I could, but because the items were shipped in 8 boxes instead of 1, I’d have to leave the same feedback 8 times, which is a pretty big waste of time/energy for me. Your system makes this harder than it has to be.","[{""author"": ""258924"", ""text"": ""My @115821 Prime monthly delivery arrived this month in 8 separate comically oversized boxes, instead of the usual 1 box with all items in it. Is that sort of waste the new normal?"", ""timestamp"": ""Sun Dec 03 15:55:55 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@258924 Thanks for highlighting this to us, Amy, minimizing waste is part of our mission as a company. You can leave this feedback directly with us via the following link: https://t.co/TH7UAFZey5.^SM"", ""timestamp"": ""Sun Dec 03 15:59:01 +0000 2017""}]",RefundsAndReturns,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Good response that provides a link or asks to move to secure DM.,YES,AI Mock.,[]
G-1192,@AmazonHelp VENDIDO POR AMAZON  Y ENVIADO X AMAZON! https://t.co/iyOmArc06b,"[{""author"": ""256153"", ""text"": ""@116928 Una semana que hice un pedido de un simple vinilo y no me lo envian, no tengo tiempo para esperar en el 2017, cada momento vale, y ese vinilo tiene que llegar a paris para que una amiga me lo pueda traer a argentina, 1 vinilo es, no pedi una pizza en otra galaxia, mal!"", ""timestamp"": ""Sun Dec 03 10:16:23 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@256153 Hola, Fede. Lamentamos el inconveniente, \u00bfpodr\u00edas indicarnos si el producto es vendido y gestionado por Amazon o por un vendedor externo? ^VL"", ""timestamp"": ""Sun Dec 03 10:21:00 +0000 2017""}]",DamagedOrDefective,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1193,"@AmazonHelp haha there are a few incorrect things in this documentary. All band names, peoples' names, etc. the Blackhearts documentary.","[{""author"": ""399056"", ""text"": ""verg vigonus https://t.co/3x7Ed2lsWq"", ""timestamp"": ""Wed Nov 15 15:28:30 +0000 2017""}, {""author"": ""399056"", ""text"": ""@116618 can I be your subtitle consultant, cause DANG"", ""timestamp"": ""Wed Nov 15 15:29:37 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@399056 Can you tell us what is wrong with the subtitle and link us to the episode? ^AF"", ""timestamp"": ""Wed Nov 15 15:37:09 +0000 2017""}]",OTHER,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
G-1194,Worst call experience @AmazonHelp .. 22mins later and no information —my order won’t be delivered 😞,[],CustomerServiceEscalation,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,"No brand response in context, judged as acceptable based on available evidence.",YES,AI Mock.,[]
G-1195,@AmazonHelp 24 h review then a refund + £5 credit for my inconvenience. Hopefully sorted by the very helpful Asma on chat. Thanks!,"[{""author"": ""512744"", ""text"": ""Today I opened a very carefully wrapped package from @115830 that contained absolutely nothing... just an empty packet \ud83d\ude1e https://t.co/KYtfGoo3wz"", ""timestamp"": ""Mon Nov 06 20:05:32 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@512744 Oh no! Sorry for that, Nette! Please contact us here: https://t.co/JzP7hlA23B so we can look into this issue for you! ^AD"", ""timestamp"": ""Mon Nov 06 20:11:02 +0000 2017""}, {""author"": ""512744"", ""text"": ""@AmazonHelp I'm doing online chat with one of your colleagues as we speak... \ud83d\ude0f"", ""timestamp"": ""Mon Nov 06 20:12:16 +0000 2017""}, {""author"": ""AmazonHelp"", ""text"": ""@512744 Please keep us posted on the resolution! We want to make sure we take care of the issue! ^AD"", ""timestamp"": ""Mon Nov 06 20:14:30 +0000 2017""}]",CustomerServiceEscalation,HIGH,Mocked LLM reasoning to bypass 429 Quota.,YES,Historical conversation provides sufficient context to support a resolution.,AUTO-HANDLE,Case is a standard informational or troubleshooting request suitable for automation.,4,Response attempts to address the customer's query directly.,YES,AI Mock.,[]
